sku,issue,details,confidence
ULINE-H-6814,"weak_canonical_candidate","canonical=ULINE-H-6814 method=fallback_single_token attrs=finish|material desc_fp=solid steel shelving unit 48 w x 18 d x ",0.790
ULINE-H-5467,"weak_canonical_candidate","canonical=ULINE-H-5467 method=fallback_single_token attrs=finish|material desc_fp=solid steel shelving unit 48 w x 18 d x ",0.790
BOB-B4998,"weak_canonical_candidate","canonical=BOB-B4998 method=fallback_single_token attrs=finish|material|compliance desc_fp=swing up grab bar steel wall mounted spe",0.790
CS-CO8-4,"weak_canonical_candidate","canonical=CS-CO8-4 method=fallback_single_token attrs=finish|material|mounting desc_fp=steel mounted corner guard 4 ft type 304",0.790
CS-CO8-8,"weak_canonical_candidate","canonical=CS-CO8-8 method=fallback_single_token attrs=finish|material|mounting desc_fp=steel mounted corner guard 8 ft type 304",0.790
LAR-2409-R4,"weak_canonical_candidate","canonical=LAR-2409-R4 method=fallback_single_token attrs=finish|mounting|compliance desc_fp=fire extinguisher cabinet fully steel cl",0.790
LAR-2409-SM,"weak_canonical_candidate","canonical=LAR-2409-SM method=fallback_single_token attrs=finish|mounting|compliance desc_fp=fire extinguisher cabinet mounted steel ",0.790
ULINE-H-6840,"weak_canonical_candidate","canonical=ULINE-H-6840 method=fallback_single_token attrs=finish|material desc_fp=wall mounted steel utility shelf allowan",0.790
TRIMCO-KE31-1-630,"weak_canonical_candidate","canonical=TRIMCO-KE31-1-630 method=fallback_single_token attrs=finish|material desc_fp=90 degree edge guard non beveled stile o",0.790
TRIMCO-KE33-1-630,"weak_canonical_candidate","canonical=TRIMCO-KE33-1-630 method=fallback_single_token attrs=finish|material desc_fp=90 degree edge guard steel 42 length com",0.790
ROCK-310B-42-630,"weak_canonical_candidate","canonical=ROCK-310B-42-630 method=fallback_single_token attrs=finish|material desc_fp=3 sided door edge guard 42 length steel",0.790
ROCK-PULL-107X70C-630,"weak_canonical_candidate","canonical=ROCK-PULL-107X70C-630 method=fallback_single_token attrs=finish|material desc_fp=pull handle push pull plate steel commer",0.790
ROCK-FRAME-GUARD-630,"weak_canonical_candidate","canonical=ROCK-FRAME-GUARD-630 method=fallback_single_token attrs=finish|material desc_fp=steel frame guard frame protection plate",0.790
ASI-BRKT-SS-CONT-LF,"weak_canonical_candidate","canonical=ASI-BRKT-SS-CONT-LF method=fallback_single_token attrs=finish|material desc_fp=steel continuous u bracket toilet partit",0.790
ASI-BRKT-STIRRUP-SS,"weak_canonical_candidate","canonical=ASI-BRKT-STIRRUP-SS method=fallback_single_token attrs=finish|material desc_fp=steel stirrup bracket partition panel or",0.790
ASI-BRKT-STIRRUP-ZAMAC,"weak_canonical_candidate","canonical=ASI-BRKT-STIRRUP-ZAMAC method=fallback_single_token attrs=finish|material desc_fp=chrome plated zamac stirrup bracket powd",0.790
ASI-SHOE-SS,"weak_canonical_candidate","canonical=ASI-SHOE-SS method=fallback_single_token attrs=finish|material desc_fp=steel pilaster shoe floor mounted toilet",0.790
ASI-HINGE-WRAP-SS,"weak_canonical_candidate","canonical=ASI-HINGE-WRAP-SS method=fallback_single_token attrs=finish|material desc_fp=steel wrap around hinge set toilet parti",0.790
ASI-HINGE-CONT-SS-LF,"weak_canonical_candidate","canonical=ASI-HINGE-CONT-SS-LF method=fallback_single_token attrs=finish|material desc_fp=continuous steel hinge toilet partition ",0.790
ASI-LATCH-ZAMAC,"weak_canonical_candidate","canonical=ASI-LATCH-ZAMAC method=fallback_single_token attrs=finish|mounting desc_fp=chrome plated zamac mounted slide latch ",0.790
ASI-LATCH-SS,"weak_canonical_candidate","canonical=ASI-LATCH-SS method=fallback_single_token attrs=finish|material|mounting desc_fp=steel mounted slide latch toilet partiti",0.790
ASI-LATCH-PRIV-SS,"weak_canonical_candidate","canonical=ASI-LATCH-PRIV-SS method=fallback_single_token attrs=finish|material desc_fp=integrated privacy steel latch zero sigh",0.790
ASI-40-8275210,"weak_canonical_candidate","canonical=ASI-40-8275210 method=fallback_single_token attrs=finish|material desc_fp=steel end pilaster wall bracket kit phen",0.790
ASI-40-8515220,"weak_canonical_candidate","canonical=ASI-40-8515220 method=fallback_single_token attrs=finish|material desc_fp=zamac end pilaster wall bracket kit powd",0.790
BOB-HDW-STD-SS,"weak_canonical_candidate","canonical=BOB-HDW-STD-SS method=fallback_single_token attrs=finish|material desc_fp=standard concealed steel partition hardw",0.790
BOB-HINGE-BARREL-SS,"weak_canonical_candidate","canonical=BOB-HINGE-BARREL-SS method=fallback_single_token attrs=finish|material desc_fp=steel barrel hinge set bobrick toilet pa",0.790
BOB-LATCH-KEEPER-SS,"weak_canonical_candidate","canonical=BOB-LATCH-KEEPER-SS method=fallback_single_token attrs=finish|material desc_fp=steel latch keeper set toilet partition ",0.790
SCR-TUFF-HANDLE-ADA,"weak_canonical_candidate","canonical=SCR-TUFF-HANDLE-ADA method=fallback_single_token attrs=material|compliance desc_fp=ergonomic compliant handle tufftec hdpe ",0.790
BOB-B-369,"weak_canonical_candidate","canonical=BOB-B-369 method=fallback_single_token attrs=finish|material|mounting desc_fp=paper towel dispenser waste receptacle s",0.790
BOB-B-4369,"weak_canonical_candidate","canonical=BOB-B-4369 method=fallback_single_token attrs=finish|material|mounting desc_fp=paper towel dispenser waste receptacle t",0.790
BOB-B-38032,"weak_canonical_candidate","canonical=BOB-B-38032 method=fallback_single_token attrs=finish|material|mounting desc_fp=semi paper towel dispenser waste recepta",0.790
BOB-B-3944,"weak_canonical_candidate","canonical=BOB-B-3944 method=fallback_single_token attrs=finish|material|mounting desc_fp=paper towel dispenser waste receptacle l",0.790
BOB-B-3942,"weak_canonical_candidate","canonical=BOB-B-3942 method=fallback_single_token attrs=finish|material|mounting desc_fp=convertible paper towel dispenser waste ",0.790
BOB-B-3961,"weak_canonical_candidate","canonical=BOB-B-3961 method=fallback_single_token attrs=finish|material|mounting desc_fp=automatic roll paper towel dispenser was",0.790
BOB-B-262,"weak_canonical_candidate","canonical=BOB-B-262 method=fallback_single_token attrs=finish|material|mounting desc_fp=paper towel dispenser steel c fold or mu",0.790
BOB-B-359,"weak_canonical_candidate","canonical=BOB-B-359 method=fallback_single_token attrs=finish|material|mounting desc_fp=waste receptacle steel removable waste c",0.790
BOB-B-35633,"weak_canonical_candidate","canonical=BOB-B-35633 method=fallback_single_token attrs=finish|material|mounting desc_fp=semi waste receptacle steel shallow prof",0.790
BOB-B-4388,"weak_canonical_candidate","canonical=BOB-B-4388 method=fallback_single_token attrs=finish|material|mounting desc_fp=multi roll toilet tissue dispenser steel",0.790
BOB-B-347,"weak_canonical_candidate","canonical=BOB-B-347 method=fallback_single_token attrs=finish|material|mounting desc_fp=toilet tissue dispenser steel dual roll ",0.790
BOB-B-301,"weak_canonical_candidate","canonical=BOB-B-301 method=fallback_single_token attrs=finish|material|mounting desc_fp=toilet seat cover dispenser steel",0.790
BOB-B-353,"weak_canonical_candidate","canonical=BOB-B-353 method=fallback_single_token attrs=finish|material|mounting desc_fp=sanitary napkin disposal steel",0.790
BOB-B-354,"weak_canonical_candidate","canonical=BOB-B-354 method=fallback_single_token attrs=finish|material|mounting desc_fp=sanitary napkin disposal steel removable",0.790
BOB-B-4353,"weak_canonical_candidate","canonical=BOB-B-4353 method=fallback_single_token attrs=finish|material|mounting desc_fp=sanitary napkin disposal steel contura s",0.790
ASI-0215,"weak_canonical_candidate","canonical=ASI-0215 method=fallback_single_token attrs=finish|material|mounting desc_fp=paper towel dispenser waste receptacle s",0.790
ASI-0469,"weak_canonical_candidate","canonical=ASI-0469 method=fallback_single_token attrs=finish|material|mounting desc_fp=waste receptacle steel removable waste c",0.790
ASI-0030,"weak_canonical_candidate","canonical=ASI-0030 method=fallback_single_token attrs=finish|material|mounting desc_fp=toilet tissue dispenser steel",0.790
ASI-0473,"weak_canonical_candidate","canonical=ASI-0473 method=fallback_single_token attrs=finish|material|mounting desc_fp=sanitary napkin disposal steel",0.790
ASI-0477,"weak_canonical_candidate","canonical=ASI-0477 method=fallback_single_token attrs=finish|material|mounting desc_fp=sanitary napkin tampon vendor steel",0.790
ASI-0031,"weak_canonical_candidate","canonical=ASI-0031 method=fallback_single_token attrs=finish|material|mounting desc_fp=toilet seat cover dispenser steel",0.790
BR-234,"weak_canonical_candidate","canonical=BR-234 method=fallback_single_token attrs=finish|material|mounting desc_fp=waste receptacle 12 gallon capacity stee",0.790
BR-2A02,"weak_canonical_candidate","canonical=BR-2A02 method=fallback_single_token attrs=finish|material|mounting desc_fp=sensored roll towel dispenser steel",0.790
BR-5A00,"weak_canonical_candidate","canonical=BR-5A00 method=fallback_single_token attrs=finish|material|mounting desc_fp=dual roll toilet tissue dispenser steel",0.790
BR-5B1-003600,"weak_canonical_candidate","canonical=BR-5B1-003600 method=fallback_single_token attrs=finish|material|mounting desc_fp=toilet seat cover dispenser large capaci",0.790
BR-5B2-000000,"weak_canonical_candidate","canonical=BR-5B2-000000 method=fallback_single_token attrs=finish|material|mounting desc_fp=dual roll toilet tissue dispenser steel",0.790
LAR-2409-R2,"weak_canonical_candidate","canonical=LAR-2409-R2 method=fallback_single_token attrs=finish|mounting|compliance desc_fp=fire extinguisher cabinet 10 lb extingui",0.790
JL-1017F10FX,"weak_canonical_candidate","canonical=JL-1017F10FX method=fallback_single_token attrs=mounting|compliance desc_fp=fire rated semi fire extinguisher cabine",0.790
FEC-TRIM-RETURN,"weak_canonical_candidate","canonical=FEC-TRIM-RETURN method=fallback_single_token attrs=mounting|compliance desc_fp=cabinet trim return replacement trim all",0.790
KNOX-3200-SM-BLK,"weak_canonical_candidate","canonical=KNOX-3200-SM-BLK method=fallback_single_token attrs=finish|mounting desc_fp=knoxbox 3200 high security key box mount",0.790
BOB-B-8397,"weak_canonical_candidate","canonical=BOB-B-8397 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted facial tissue dispenser type 304",0.790
ASI-0264,"weak_canonical_candidate","canonical=ASI-0264 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted facial tissue dispenser steel al",0.790
BOB-B-544,"weak_canonical_candidate","canonical=BOB-B-544 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted toilet brush holder type 304 ste",0.790
BOB-B-5446,"weak_canonical_candidate","canonical=BOB-B-5446 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted toilet brush holder bright steel",0.790
ASI-0730,"weak_canonical_candidate","canonical=ASI-0730 method=fallback_single_token attrs=finish|material|mounting desc_fp=toilet brush holder mounted steel allowa",0.790
BOB-B-212,"weak_canonical_candidate","canonical=BOB-B-212 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted single robe hook steel",0.790
BOB-B-211,"weak_canonical_candidate","canonical=BOB-B-211 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted double robe hook steel allowance",0.790
ASI-7340,"weak_canonical_candidate","canonical=ASI-7340 method=fallback_single_token attrs=finish|material desc_fp=single robe hook steel allowance",0.790
ASI-7345,"weak_canonical_candidate","canonical=ASI-7345 method=fallback_single_token attrs=finish|material desc_fp=double robe hook steel allowance",0.790
ASI-74022,"weak_canonical_candidate","canonical=ASI-74022 method=fallback_single_token attrs=finish|material desc_fp=folding shower seat phenolic seat top st",0.790
BOB-B-2250,"weak_canonical_candidate","canonical=BOB-B-2250 method=fallback_single_token attrs=finish|material desc_fp=floor standing 13 gallon steel waste rec",0.790
BOB-B-2300,"weak_canonical_candidate","canonical=BOB-B-2300 method=fallback_single_token attrs=finish|material desc_fp=floor standing steel waste receptacle al",0.790
BOB-B-2400,"weak_canonical_candidate","canonical=BOB-B-2400 method=fallback_single_token attrs=finish|material desc_fp=floor standing steel waste receptacle la",0.790
ASI-0828,"weak_canonical_candidate","canonical=ASI-0828 method=fallback_single_token attrs=finish|material desc_fp=floor standing steel waste receptacle al",0.790
ASI-0834,"weak_canonical_candidate","canonical=ASI-0834 method=fallback_single_token attrs=finish|material desc_fp=floor standing round steel waste recepta",0.790
ASI-0839,"weak_canonical_candidate","canonical=ASI-0839 method=fallback_single_token attrs=finish|material desc_fp=floor standing waste receptacle swing to",0.790
BR-377-36,"weak_canonical_candidate","canonical=BR-377-36 method=fallback_single_token attrs=finish|material desc_fp=36 gallon freestanding steel waste recep",0.790
BR-377-44,"weak_canonical_candidate","canonical=BR-377-44 method=fallback_single_token attrs=finish|material desc_fp=44 gallon freestanding steel waste recep",0.790
SAL-4550S,"weak_canonical_candidate","canonical=SAL-4550S method=fallback_single_token attrs=finish|material desc_fp=steel mail slot front rear plates",0.790
BOB-1080-OH,"weak_canonical_candidate","canonical=BOB-1080-OH method=fallback_single_token attrs=material desc_fp=solid phenolic cgl toilet compartment ov",0.820
BOB-DURALINE-CGL-OH,"weak_canonical_candidate","canonical=BOB-1080-OH method=fallback_single_token attrs=material desc_fp=solid phenolic cgl toilet compartment ov",0.820
BR-155,"weak_canonical_candidate","canonical=BR-155 method=fallback_single_token attrs=mounting desc_fp=towel dispenser exterior shelf mirror do",0.820
BR-155,"weak_canonical_candidate","canonical=BR-155 method=fallback_single_token attrs=mounting desc_fp=towel dispenser exterior shelf mirror do",0.820
EDER-45-AL-BRKT,"weak_canonical_candidate","canonical=EDER-45-AL-BRKT method=fallback_single_token attrs= desc_fp=45 degree aluminum wall mounted flagpole",0.820
EDER-FINGER-BRKT,"weak_canonical_candidate","canonical=EDER-FINGER-BRKT method=fallback_single_token attrs= desc_fp=aluminum finger flagpole bracket",0.820
EDER-FINGER-BRKT,"weak_canonical_candidate","canonical=EDER-FINGER-BRKT method=fallback_single_token attrs= desc_fp=aluminum finger flagpole bracket",0.820
EDER-VERT-WM-BRKT,"weak_canonical_candidate","canonical=EDER-VERT-WM-BRKT method=fallback_single_token attrs= desc_fp=vertical wall mount flagpole bracket all",0.820
EDER-VERT-WM-BRKT,"weak_canonical_candidate","canonical=EDER-VERT-WM-BRKT method=fallback_single_token attrs= desc_fp=vertical wall mount flagpole bracket all",0.820
EDER-SCHOOL-BRKT,"weak_canonical_candidate","canonical=EDER-SCHOOL-BRKT method=fallback_single_token attrs= desc_fp=aluminum school flagpole bracket",0.820
EDER-SCHOOL-BRKT,"weak_canonical_candidate","canonical=EDER-SCHOOL-BRKT method=fallback_single_token attrs= desc_fp=aluminum school flagpole bracket",0.820
EDER-6SPIN-SET,"weak_canonical_candidate","canonical=EDER-6SPIN-SET method=fallback_single_token attrs= desc_fp=6 ft aluminum spinning wall mounted flag",0.820
EDER-6SPIN-SET,"weak_canonical_candidate","canonical=EDER-6SPIN-SET method=fallback_single_token attrs= desc_fp=6 ft aluminum spinning wall mounted flag",0.820
AMEREX-B500,"weak_canonical_candidate","canonical=AMEREX-B500 method=fallback_single_token attrs=compliance desc_fp=5 lb abc dry chemical fire extinguisher ",0.820
AMEREX-B500,"weak_canonical_candidate","canonical=AMEREX-B500 method=fallback_single_token attrs=compliance desc_fp=5 lb abc dry chemical fire extinguisher ",0.820
AMEREX-B456,"weak_canonical_candidate","canonical=AMEREX-B456 method=fallback_single_token attrs=compliance desc_fp=10 lb abc dry chemical fire extinguisher",0.820
AMEREX-B456,"weak_canonical_candidate","canonical=AMEREX-B456 method=fallback_single_token attrs=compliance desc_fp=10 lb abc dry chemical fire extinguisher",0.820
JUSTRITE-SCF,"weak_canonical_candidate","canonical=JUSTRITE-SCF method=fallback_single_token attrs=compliance desc_fp=freestanding outdoor cigarette butt rece",0.820
JUSTRITE-SCF-26800,"weak_canonical_candidate","canonical=JUSTRITE-SCF method=fallback_single_token attrs=compliance desc_fp=freestanding outdoor cigarette butt rece",0.820
DALITE-74653,"weak_canonical_candidate","canonical=DALITE-74653 method=fallback_single_token attrs= desc_fp=manual wall or ceiling mounted projectio",0.820
DALITE-74653,"weak_canonical_candidate","canonical=DALITE-74653 method=fallback_single_token attrs= desc_fp=manual wall or ceiling mounted projectio",0.820
DALITE-85324,"weak_canonical_candidate","canonical=DALITE-85324 method=fallback_single_token attrs= desc_fp=manual projection screen controlled scre",0.820
ASI-SCR-36,"weak_canonical_candidate","canonical=ASI-SCR-36 method=fallback_single_token attrs=finish|material|size desc_fp=steel shower curtain rod",0.820
BOB-B-290-1836,"weak_canonical_candidate","canonical=BOB-B-290-1836 method=fallback_single_token attrs=finish|material|size desc_fp=welded frame glass mirror steel angle fr",0.820
BOB-B-290-2436,"weak_canonical_candidate","canonical=BOB-B-290-2436 method=fallback_single_token attrs=finish|material|size desc_fp=welded frame glass mirror steel angle fr",0.820
BR-7B1-0018300,"weak_canonical_candidate","canonical=BR-7B1-0018300 method=fallback_single_token attrs=finish|material|size desc_fp=elvari framed mirror x",0.820
BR-7B1-0024360,"weak_canonical_candidate","canonical=BR-7B1-0024360 method=fallback_single_token attrs=finish|material|size desc_fp=elvari framed mirror x",0.820
BR-7B2-0051200,"weak_canonical_candidate","canonical=BR-7B2-0051200 method=fallback_single_token attrs=finish|material|size desc_fp=x steel shelf",0.820
BR-7B2-0051296,"weak_canonical_candidate","canonical=BR-7B2-0051296 method=fallback_single_token attrs=finish|material|size desc_fp=x steel shelf hooks",0.820
BR-7B2-0052400,"weak_canonical_candidate","canonical=BR-7B2-0052400 method=fallback_single_token attrs=finish|material|size desc_fp=x steel shelf",0.820
BR-7B2-0082496,"weak_canonical_candidate","canonical=BR-7B2-0082496 method=fallback_single_token attrs=finish|material|size desc_fp=x steel shelf hooks",0.820
INPRO-SHEET-040,"weak_canonical_candidate","canonical=INPRO-SHEET-040 method=fallback_single_token attrs=mounting|size desc_fp=rigid vinyl wall protection sheet adhere",0.820
BOB-B6806X36,"weak_canonical_candidate","canonical=BOB-B6806X36 method=fallback_single_token attrs=finish|material|size desc_fp=straight grab bar 1 1 diameter steel fin",0.820
BOB-B6806X42,"weak_canonical_candidate","canonical=BOB-B6806X42 method=fallback_single_token attrs=finish|material|size desc_fp=straight grab bar 1 1 diameter steel fin",0.820
ASI-SNAP-36-MB,"weak_canonical_candidate","canonical=ASI-SNAP-36-MB method=fallback_single_token attrs=finish|size desc_fp=grab bar matte finish",0.820
ROCKWOOD-K1050,"weak_canonical_candidate","canonical=ROCKWOOD-K1050 method=fallback_single_token attrs=finish|material|size desc_fp=steel door kick plate x commercial door ",0.820
LAR-2409-R7,"weak_canonical_candidate","canonical=LAR-2409-R7 method=fallback_single_token attrs=finish|mounting|size|compliance desc_fp=fire extinguisher cabinet semi steel cle",0.820
ROCK-K1050-6X34-630,"weak_canonical_candidate","canonical=ROCK-K1050-6X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=6 x 34 mop plate low kick plate 050 stee",0.820
ROCK-K1050-8X34-630,"weak_canonical_candidate","canonical=ROCK-K1050-8X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=8 x 34 kick plate 050 steel beveled edge",0.820
ROCK-K1050-16X34-630,"weak_canonical_candidate","canonical=ROCK-K1050-16X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=armor stretcher height protection plate ",0.820
ROCK-K1050-34X34-630,"weak_canonical_candidate","canonical=ROCK-K1050-34X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=armor plate 36 door 050 steel",0.820
IVES-8400-6X34-630,"weak_canonical_candidate","canonical=IVES-8400-6X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=6 x 34 mop plate steel beveled edges cou",0.820
IVES-8400-8X34-630,"weak_canonical_candidate","canonical=IVES-8400-8X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=8 x 34 kick plate steel beveled edges co",0.820
IVES-8400-10X34-630,"weak_canonical_candidate","canonical=IVES-8400-10X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=kick plate steel beveled edges countersu",0.820
IVES-8400-34X34-630,"weak_canonical_candidate","canonical=IVES-8400-34X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=armor plate steel beveled edges commerci",0.820
IVES-8402-10X34-630,"weak_canonical_candidate","canonical=IVES-8402-10X34-630 method=fallback_single_token attrs=finish|material|size|compliance desc_fp=ul kick plate steel labeled fire rated d",0.820
IVES-8400-PBLK-10X34,"weak_canonical_candidate","canonical=IVES-8400-PBLK-10X34 method=fallback_single_token attrs=finish|size desc_fp=heavy duty plastic kick plate high impac",0.820
TRIMCO-KM050-6X34-630,"weak_canonical_candidate","canonical=TRIMCO-KM050-6X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=6 x 34 mop plate 050 steel pencil bevele",0.820
TRIMCO-K0050-8X34-630,"weak_canonical_candidate","canonical=TRIMCO-K0050-8X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=8 x 34 kick plate 050 steel pencil bevel",0.820
TRIMCO-K0050-10X34-630,"weak_canonical_candidate","canonical=TRIMCO-K0050-10X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=kick plate 050 steel pencil beveled on f",0.820
TRIMCO-KA050-34X34-630,"weak_canonical_candidate","canonical=TRIMCO-KA050-34X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=armor plate 050 steel protects lower hal",0.820
TRIMCO-KS050-16X34-630,"weak_canonical_candidate","canonical=TRIMCO-KS050-16X34-630 method=fallback_single_token attrs=finish|material|size desc_fp=stretcher plate 050 steel stretcher whee",0.820
ROCK-PUSH-70A-4X16-630,"weak_canonical_candidate","canonical=ROCK-PUSH-70A-4X16-630 method=fallback_single_token attrs=finish|material|size desc_fp=4 x 16 push plate steel commercial door ",0.820
IVES-8302-4X16-630,"weak_canonical_candidate","canonical=IVES-8302-4X16-630 method=fallback_single_token attrs=finish|material|size desc_fp=4 x 16 push plate steel",0.820
IVES-8303-4X16-630,"weak_canonical_candidate","canonical=IVES-8303-4X16-630 method=fallback_single_token attrs=finish|material|size desc_fp=4 x 16 pull plate steel commercial door ",0.820
SCR-TUFF-BASE-4,"weak_canonical_candidate","canonical=SCR-TUFF-BASE-4 method=fallback_single_token attrs=finish|material|size desc_fp=high hdpe locker base thick field assemb",0.820
SCR-TUFF-FILLER-72,"weak_canonical_candidate","canonical=SCR-TUFF-FILLER-72 method=fallback_single_token attrs=material|size desc_fp=hdpe locker filler height available in 4",0.820
LAR-2409-6R,"weak_canonical_candidate","canonical=LAR-2409-6R method=fallback_single_token attrs=mounting|size|compliance desc_fp=24 x 9 semi fire extinguisher cabinet up",0.820
LAR-FSDEC-SS-2409-R4,"weak_canonical_candidate","canonical=LAR-FSDEC-SS-2409-R4 method=fallback_single_token attrs=finish|material|mounting|size|compliance desc_fp=fire rated detention fire extinguisher c",0.820
KARP-FR-2424,"weak_canonical_candidate","canonical=KARP-FR-2424 method=fallback_single_token attrs=size|compliance desc_fp=x fire rated access door allowance rated",0.820
RELIANCE-R8464,"weak_canonical_candidate","canonical=RELIANCE-R8464 method=fallback_single_token attrs=finish|material|size desc_fp=steel removable bollard 35 1 height lock",0.820
BOB-B-293-1830,"weak_canonical_candidate","canonical=BOB-B-293-1830 method=fallback_single_token attrs=finish|material|size|compliance desc_fp=fixed position tilt mirror x steel frame",0.820
BOB-B-293-1836,"weak_canonical_candidate","canonical=BOB-B-293-1836 method=fallback_single_token attrs=finish|material|size|compliance desc_fp=fixed position tilt mirror x steel frame",0.820
BOB-B-293-2436,"weak_canonical_candidate","canonical=BOB-B-293-2436 method=fallback_single_token attrs=finish|material|size|compliance desc_fp=fixed position tilt mirror x steel frame",0.820
BOB-B-290-2448,"weak_canonical_candidate","canonical=BOB-B-290-2448 method=fallback_single_token attrs=finish|material|size desc_fp=welded frame mirror x type 304 steel ang",0.820
BOB-B-290-2460,"weak_canonical_candidate","canonical=BOB-B-290-2460 method=fallback_single_token attrs=finish|material|size desc_fp=welded frame mirror x type 304 steel ang",0.820
BOB-B-290-2472,"weak_canonical_candidate","canonical=BOB-B-290-2472 method=fallback_single_token attrs=finish|material|size desc_fp=welded frame mirror x type 304 steel ang",0.820
BOB-B-290-2436-MBLK,"weak_canonical_candidate","canonical=BOB-B-290-2436-MBLK method=fallback_single_token attrs=finish|material|size desc_fp=welded frame mirror x type 304 steel ang",0.820
ASI-10-0391-1830,"weak_canonical_candidate","canonical=ASI-10-0391-1830 method=fallback_single_token attrs=finish|material|size desc_fp=fixed tilt mirror x steel frame allowanc",0.820
BR-760-1830,"weak_canonical_candidate","canonical=BR-760-1830 method=fallback_single_token attrs=finish|material|size desc_fp=fixed position tilt mirror x steel frame",0.820
BOB-B-6827X18,"weak_canonical_candidate","canonical=BOB-B-6827X18 method=fallback_single_token attrs=finish|material|mounting|size desc_fp=steel towel bar mounted",0.820
BOB-B-6827X24,"weak_canonical_candidate","canonical=BOB-B-6827X24 method=fallback_single_token attrs=finish|material|mounting|size desc_fp=steel towel bar mounted",0.820
ASI-0690-24,"weak_canonical_candidate","canonical=ASI-0690-24 method=fallback_single_token attrs=finish|material|size desc_fp=towel bar steel allowance",0.820
BOB-B-295X24,"weak_canonical_candidate","canonical=BOB-B-295X24 method=fallback_single_token attrs=finish|material|mounting|size desc_fp=steel shelf mounted bathroom accessory a",0.820
BOB-B-295X36,"weak_canonical_candidate","canonical=BOB-B-295X36 method=fallback_single_token attrs=finish|material|mounting|size desc_fp=steel shelf mounted bathroom accessory a",0.820
ASI-8206,"weak_canonical_candidate","canonical=ASI-8206 method=fallback_single_token attrs=finish|material|size desc_fp=steel shower curtain rod allowance",0.820
ASI-8207,"weak_canonical_candidate","canonical=ASI-8207 method=fallback_single_token attrs=finish|material|size desc_fp=steel shower curtain rod allowance",0.820
ASI-8208,"weak_canonical_candidate","canonical=ASI-8208 method=fallback_single_token attrs=finish|material|size desc_fp=steel shower curtain rod allowance",0.820
BOB-B-6806X18-SHOWER,"weak_canonical_candidate","canonical=BOB-B-6806X18-SHOWER method=fallback_single_token attrs=finish|material|size desc_fp=steel shower grab bar 1 1 diameter finis",0.820
BOB-B-6806X24-SHOWER,"weak_canonical_candidate","canonical=BOB-B-6806X24-SHOWER method=fallback_single_token attrs=finish|material|size desc_fp=steel shower grab bar 1 1 diameter finis",0.820
BOB-B-6806X36-SHOWER,"weak_canonical_candidate","canonical=BOB-B-6806X36-SHOWER method=fallback_single_token attrs=finish|material|size desc_fp=steel shower grab bar 1 1 diameter finis",0.820
BOB-B-58616,"weak_canonical_candidate","canonical=BOB-B-58616 method=fallback_single_token attrs=finish|material|size desc_fp=two wall tub shower toilet grab bar x 1 ",0.820
CLARIDGE-LCS-ELITE-46,"weak_canonical_candidate","canonical=CLARIDGE-LCS-ELITE-46 method=fallback_single_token attrs=mounting|size desc_fp=4 ft x 6 ft frameless magnetic whiteboar",0.820
CLARIDGE-LCS-ELITE-48,"weak_canonical_candidate","canonical=CLARIDGE-LCS-ELITE-48 method=fallback_single_token attrs=mounting|size desc_fp=4 ft x 8 ft frameless magnetic whiteboar",0.820
BD-FRAME-38-LF,"weak_canonical_candidate","canonical=BD-FRAME-38-LF method=fallback_single_token attrs=mounting|size desc_fp=aluminum mat frame 3 entrance mat system",0.820
BD-FRAME-34-LF,"weak_canonical_candidate","canonical=BD-FRAME-34-LF method=fallback_single_token attrs=mounting|size desc_fp=aluminum frame 3 entrance grille systems",0.820
MATS-PERFEC-CLEAN-38-AL-SF,"weak_canonical_candidate","canonical=MATS-PERFEC-CLEAN-38-AL-SF method=fallback_single_token attrs=mounting|size desc_fp=perfec clean 3 roll up entrance mat alum",0.820
