canonical_sku,category,manufacturer,model,series,description,sample_skus,confidence,reason
HALYARD-KIT-50,Flagpoles & Flags,"Generic","50 ft Halyard Kit","Flagpole Accessory","50 ft flagpole rope and clips kit with cleat hook and swivel snap clips for flagpoles up to 25 ft",HALYARD-KIT-50,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
HALYARD-KIT-100,Flagpoles & Flags,"Generic","100 ft Halyard Kit","Flagpole Accessory","100 ft flagpole rope kit with cleat hook and 4 swivel snap clips",HALYARD-KIT-100,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
SH-SEAT-PHEN,"Shower Accessories","Generic","Phenolic Folding Seat","Shower Seat","Folding shower seat, phenolic seat allowance",SH-SEAT-PHEN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
MC-REC,"Specialty Accessories","Generic","Recessed Medicine Cabinet","Medicine Cabinet","Recessed medicine cabinet allowance",MC-REC,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
INPRO-CG-160,"Wall Protection","Inpro","160 Series","Palladium/Rigid Vinyl","Surface-mounted rigid vinyl corner guard, standard 90 degree",INPRO-CG-160,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
INPRO-CR-1500,"Wall Protection","Inpro","1500 Series",Palladium,"Impact-resistant crash rail / wall guard with retainer and cover",INPRO-CR-1500,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
INPRO-HR-1600,"Wall Protection","Inpro","1600 Series",Palladium,"Commercial handrail with impact-resistant cover and mounting brackets",INPRO-HR-1600,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
JL-1015F10,"Fire Protection Specialties","JL Industries",1015F10,"Ambassador","Flat trim steel fire extinguisher cabinet for 5 lb to 10 lb extinguisher applications",JL-1015F10,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
KORO-G800,"Wall Protection","Koroseal/Korogard","G800 Series","Korogard","Textured vinyl corner guard for light-to-medium impact protection",KORO-G800,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
KORO-SHEET-500,"Wall Protection","Koroseal/Korogard","Korogard 500","Korogard","Semi-rigid protective wallcovering sheet for high-traffic wall areas",KORO-SHEET-500,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
KORO-HR-K,"Wall Protection","Koroseal/Korogard","Handrail","Korogard","Commercial wall protection handrail system with brackets and returns",KORO-HR-K,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
PEN-GUARD-1T,"Lockers","Penco","Single Tier","Guardian","Upgraded employee steel locker with recessed pocket handle and solid door front",PEN-GUARD-1T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PEN-GUARD-2T,"Lockers","Penco","Double Tier","Guardian","Upgraded double-tier employee steel locker with recessed pocket handle and solid door front",PEN-GUARD-2T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PEN-WELD-1T,"Lockers","Penco","Single Tier",Welded GEN2,"Fully welded single-tier steel locker for high-abuse commercial or institutional use",PEN-WELD-1T,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
PR-FVC,"Fire Protection Specialties","Potter Roemer","Fire Valve Cabinet","Architectural","Architectural fire valve cabinet for valve or hose valve access",PR-FVC,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PURELL-ES8,"Hand Sanitizer Accessories","Purell",ES8,"Sanitizer","Automatic hand sanitizer dispenser, surface-mounted",PURELL-ES8,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-TUFF-1T,"Lockers","Scranton Products","Single Tier",Tufftec,"HDPE solid plastic single-tier locker for wet, humid, or high-abuse areas",SCR-TUFF-1T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-TUFF-2T,"Lockers","Scranton Products","Double Tier",Tufftec,"HDPE solid plastic double-tier locker for locker rooms, gyms, schools, and wet areas",SCR-TUFF-2T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-TUFF-3T,"Lockers","Scranton Products","Triple Tier",Tufftec,"HDPE solid plastic triple-tier locker for high-traffic institutional use",SCR-TUFF-3T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-TUFF-ATH,"Lockers","Scranton Products","Athletic Locker",Tufftec,"HDPE athletic locker with open front or ventilated options for uniforms and equipment",SCR-TUFF-ATH,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-ECL-FTC,"Toilet Partitions","Scranton Products","Floor to Ceiling",Eclipse,"HDPE toilet compartment, floor-to-ceiling anchored configuration",SCR-ECL-FTC,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
VF-35211000,Flagpoles & Flags,"Valley Forge",35211000,"Perma-Nyl","3 ft x 5 ft U.S. flag, Perma-Nyl nylon, sewn stripes, embroidered stars, brass grommets",VF-35211000,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ULINE-H-3819Z,"Storage Shelving","Uline","Epoxy Wire Shelving",H-3819Z,"Epoxy wire shelving unit, 48"" W x 24"" D x 72"" H, zinc/green coated, wet-area/commercial use",ULINE-H-3819Z,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ULINE-H-10444G,"Storage Shelving","Uline","Epoxy Mobile Wire Shelving",H-10444G,"Epoxy mobile wire shelving unit, 48"" W x 24"" D x 78"" H, green, with casters",ULINE-H-10444G,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ULINE-H-7119,"Storage Shelving","Uline","Boltless Shelving",H-7119,"Boltless shelving, 48"" W x 24"" D x 72"" H, light-duty storage, steel frame with particle board shelves",ULINE-H-7119,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ULINE-H-11855,"Storage Shelving","Uline","Pallet Rack Starter Unit",H-11855,"Pallet rack starter unit, 72"" W x 36"" D x 96"" H, welded 14-gauge steel frame, includes 2 upright frames and 4 beams",ULINE-H-11855,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ULINE-H-5716,"Storage Shelving","Uline","Pallet Rack Starter Unit",H-5716,"Pallet rack starter unit, 96"" W x 48"" D x 96"" H, welded steel frame and beams",ULINE-H-5716,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-M1-44-4,"Visual Display Surfaces","Ghent","M1 Porcelain Whiteboards",M1-44-4,"Magnetic porcelain whiteboard, 4' H x 4' W, aluminum frame with blade tray",GHENT-M1-44-4,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-M1-48-4,"Visual Display Surfaces","Ghent","M1 Porcelain Whiteboards",M1-48-4,"Magnetic porcelain whiteboard, 4' H x 8' W, aluminum frame with blade tray",GHENT-M1-48-4,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-M1-412-4,"Visual Display Surfaces","Ghent","M1 Porcelain Whiteboards",M1-412-4,"Magnetic porcelain whiteboard, 4' H x 12' W, aluminum frame with blade tray",GHENT-M1-412-4,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-A2M48-M,"Visual Display Surfaces","Ghent","M1 Porcelain Whiteboards",A2M48-M,"Magnetic porcelain whiteboard, 4' H x 8' W, aluminum box tray and 1"" map rail",GHENT-A2M48-M,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-AK44,"Visual Display Surfaces","Ghent","Traditional Cork Bulletin Boards",AK44,"Natural cork bulletin board, 4' H x 4' W, aluminum frame",GHENT-AK44,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-AK48,"Visual Display Surfaces","Ghent","Traditional Cork Bulletin Boards",AK48,"Natural cork bulletin board, 4' H x 8' W, aluminum frame",GHENT-AK48,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-WK48,"Visual Display Surfaces","Ghent","Traditional Cork Bulletin Boards",WK48,"Natural cork bulletin board, 4' H x 8' W, wood frame",GHENT-WK48,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-12UT44-W,"Visual Display Surfaces","Ghent","Wrapped Fabric Bulletin Board",12UT44-W,"Wrapped fabric bulletin board, 4' H x 4' W, square corners",GHENT-12UT44-W,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-12UT48-W,"Visual Display Surfaces","Ghent","Wrapped Fabric Bulletin Board",12UT48-W,"Wrapped fabric bulletin board, 4' H x 8' W, square corners",GHENT-12UT48-W,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-12UV48-W,"Visual Display Surfaces","Ghent","Wrapped Vinyl Bulletin Board",12UV48-W,"Wrapped vinyl bulletin board, 4' H x 8' W, square corners",GHENT-12UV48-W,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-SLIDING-WB,"Visual Display Surfaces","Ghent","Sliding Whiteboards","Sliding Wall System","Sliding whiteboard/visual display wall system allowance",GHENT-SLIDING-WB,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-CHAMPION-WALL,Visual Display / Display Cases,"Ghent","Champion Wall Case",Wall Case,"Wall-mounted enclosed display case with aluminum frame and glass/acrylic doors",GHENT-CHAMPION-WALL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-VARSITY-FLOOR,Visual Display / Display Cases,"Ghent","Varsity Display Case","Floor Case","Freestanding wood display case / trophy case allowance",GHENT-VARSITY-FLOOR,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
OSC-ADA-ROOM-ID,"Signage","Office Sign Company","ADA Room Signs","ADA Room ID Sign","ADA room identification sign, acrylic, tactile raised text and Grade 2 braille",OSC-ADA-ROOM-ID,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-RESTROOM-MEN,"Signage","Office Sign Company","ADA Restroom Signs","Men Restroom","ADA men restroom sign, acrylic, tactile raised text and Grade 2 braille",OSC-ADA-RESTROOM-MEN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-RESTROOM-WOMEN,"Signage","Office Sign Company","ADA Restroom Signs","Women Restroom","ADA women restroom sign, acrylic, tactile raised text and Grade 2 braille",OSC-ADA-RESTROOM-WOMEN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-RESTROOM-UNISEX,"Signage","Office Sign Company","ADA Restroom Signs","Unisex Restroom","ADA unisex restroom sign, acrylic, tactile raised text and Grade 2 braille",OSC-ADA-RESTROOM-UNISEX,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-EXIT,"Signage","Office Sign Company","ADA Exit Signs","Exit Sign","ADA exit sign, tactile raised text and Grade 2 braille, non-illuminated",OSC-ADA-EXIT,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-STAIR,"Signage","Office Sign Company","ADA Stair Signs","Stair Sign","ADA stair sign, tactile raised text and Grade 2 braille",OSC-ADA-STAIR,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-DIR-WALL,"Signage","Office Sign Company","Directional Signs","Wall Directional Sign","Directional wall sign allowance, wall-mounted",OSC-DIR-WALL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
OSC-NO-SMOKING,"Signage","Office Sign Company","No Smoking Signs","No Smoking Sign","No smoking sign or decal, wall-mounted or adhesive",OSC-NO-SMOKING,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ELC-LED-EXIT-BB,"Signage",Exit Light Co.,"LED Exit Sign","Battery Backup","LED exit sign with battery backup allowance",ELC-LED-EXIT-BB,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
OSC-ADA-ROOM-ID,"Signage","Office Sign Company",Room ID,"ADA Room Signage","Room identification sign, ADA compliant tactile and braille",OSC-ADA-ROOM-ID,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-EXIT,"Signage","Office Sign Company",Exit,"ADA Exit Signage","Exit sign, ADA tactile and braille, non-illuminated",OSC-ADA-EXIT,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-AED-3D,"Signage","Office Sign Company","AED 3D Projection","AED Signage","AED wall sign, 3D projecting style",OSC-AED-3D,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
OSC-FE-3D,"Signage","Office Sign Company","Fire Extinguisher 3D Projection","Fire Safety Signage","Fire extinguisher wall sign, 3D projecting style",OSC-FE-3D,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-FE-DECAL,"Signage","Office Sign Company","Fire Extinguisher Decal","Fire Safety Signage","Fire extinguisher decal or cabinet lettering",OSC-FE-DECAL,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-NO-SMOKING,"Signage","Office Sign Company","No Smoking","Regulatory Signage","No smoking wall sign or decal",OSC-NO-SMOKING,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-0795,"Custodial Accessories","American Specialties Inc.",795,Custodial,"Single mop holder, surface-mounted, cam-style holder",ASI-0795,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0796-3,"Custodial Accessories","American Specialties Inc.",0796-3,Custodial,"Mop rack with 3 holders, surface-mounted",ASI-0796-3,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0796-4,"Custodial Accessories","American Specialties Inc.",0796-4,Custodial,"Mop rack with 4 holders, surface-mounted",ASI-0796-4,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-1315-4,"Custodial Accessories","American Specialties Inc.",1315-4,Custodial,"Utility shelf with drying rod, mop holders, and rag hooks",ASI-1315-4,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
INPRO-4118-4,"Wall Protection","Inpro",4118,"Clear Corner Guards","Clear polycarbonate corner guard, 4 ft, 90 degree, light-impact protection",INPRO-4118-4,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
INPRO-834-8,"Wall Protection","Inpro",834,"Clear Corner Guards","Clear polycarbonate corner guard, 8 ft, 90 degree, light-impact protection",INPRO-834-8,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
CS-ACRO-CG,"Wall Protection","Construction Specialties","Acrovyn Corner Guard","Acrovyn","Acrovyn corner guard, surface-mounted, rigid vinyl/acrovyn wall protection",CS-ACRO-CG,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CS-ACRO-CR,"Wall Protection","Construction Specialties","Acrovyn Crash Rail","Acrovyn","Acrovyn crash rail / wall guard with retainer and cover",CS-ACRO-CR,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
INPRO-HR,"Wall Protection","Inpro","Handrail","Handrails","Commercial vinyl/acrovyn-style handrail wall protection system",INPRO-HR,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
CS-ACRO-HR,"Wall Protection","Construction Specialties","Acrovyn Handrail","Acrovyn","Acrovyn wall protection handrail system with brackets, returns, and cover",CS-ACRO-HR,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
CS-ACRO-CHAIRRAIL,"Wall Protection","Construction Specialties","Acrovyn Chair Rail","Acrovyn","Acrovyn chair rail / rub rail wall protection, surface-mounted",CS-ACRO-CHAIRRAIL,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
INPRO-CHAIRRAIL,"Wall Protection","Inpro","Chair Rail","Wall Protection","Commercial vinyl chair rail / rub rail wall protection system",INPRO-CHAIRRAIL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
INPRO-PALLADIUM-SHEET,"Wall Protection","Inpro",Palladium Sheet,Palladium,"High-impact rigid vinyl wall protection sheet, field cut and adhered",INPRO-PALLADIUM-SHEET,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
AIVIA-100,"Fire Protection Specialties",Aivia,Aivia 100,"AED Cabinets","Surface-mounted AED cabinet with alarm/strobe style monitoring allowance",AIVIA-100,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
JL-1413F12,"Fire Protection Specialties","JL Industries",1413F12,AED,"AED cabinet, recessed, alarm and strobe",JL-1413F12,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PETER-2165,Coat Racks,"Peter Pepper Products",2165,"Wall-Mounted Coat Rack","Wall-mounted coat rack with 6 non-removable hangers",PETER-2165,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
PETER-2141AL,Coat Racks,"Peter Pepper Products",2141AL,Coat Hooks,"Wall-mounted aluminum coat hook / coat rack accessory",PETER-2141AL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
BABCOCK-BMD38,"Entrance Mats & Frames",Babcock-Davis,BMD38,"MATdesign","Roll-up aluminum entrance mat, recessed or framed entrance flooring application",BABCOCK-BMD38,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
KIRSCH-94004,"Cubicle Curtains & Track","Kirsch",94004,"Cubicle Track","Hospital cubicle curtain track, 6 ft section",KIRSCH-94004,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
CS-TRACK-CUBICLE,"Cubicle Curtains & Track","Construction Specialties","Cubicle Track","C/S Cubicle Track","Hospital cubicle curtain track, carrier and end-stop accessory allowance",CS-TRACK-CUBICLE,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
KEY-TRAK-ELEC,"Key Control","KeyTrak","Guardian Electronic Key Cabinet","Key Control","Electronic key control cabinet allowance, wall-mounted",KEY-TRAK-ELEC,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MMF-201902003,"Key Control","MMF Industries",201902003,STEELMASTER,"100-key wall-mounted key cabinet",MMF-201902003,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ULINE-H-3819Z,"Shelving","Uline",H-3819Z,"Epoxy Wire Shelving","Epoxy wire shelving unit, commercial utility type",ULINE-H-3819Z,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-M1-48-4,"Visual Display Surfaces","Ghent",M1-48-4,"M1 Porcelain Whiteboards","4 ft x 8 ft porcelain markerboard, aluminum frame, wall-mounted",GHENT-M1-48-4,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-AK48,"Visual Display Surfaces","Ghent",AK48,"Traditional Cork Bulletin Boards","4 ft x 8 ft cork tackboard, aluminum frame, wall-mounted",GHENT-AK48,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
GHENT-CHAMPION-WALL,Visual Display / Display Cases,"Ghent","Champion Wall Case",Display Case,"Wall-mounted enclosed display case with aluminum frame and glass/acrylic doors",GHENT-CHAMPION-WALL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MASTERLOCK-1630,"Lockers","Master Lock",1630,"Built-In","Built-in combination locker lock",MASTERLOCK-1630,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
SCR-BENCH-HDPE-06,"Lockers","Scranton Products",HDPE-06,"Benches","HDPE solid plastic locker bench, 6 ft",SCR-BENCH-HDPE-06,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-US-HDPE,"Toilet Partitions","Scranton Products","Urinal Screen","Eclipse / Hiny Hiders","HDPE urinal screen with wall brackets or pilaster support as required",SCR-US-HDPE,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
TRIMCO-4017-ED,"Door & Frame Protection","Trimco",4017-ED,"Edge Protector","Edge protector for door guard installation, adhesive tape mount",TRIMCO-4017-ED,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
TRIMCO-4016-ED,"Door & Frame Protection","Trimco",4016-ED,"Edge Protector","Edge protector for swing-arm door guard installation, adhesive tape mount",TRIMCO-4016-ED,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
TRIMCO-FINGER-GUARD-KE,"Door & Frame Protection","Trimco","KE Series","Finger Guard","Finger guard / edge guard for pinch-point protection at door jamb",TRIMCO-FINGER-GUARD-KE,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-HR-ALUM-LF,"Toilet Partition Components","ASI Global Partitions","Anodized Aluminum Headrail","Partition Hardware","Anodized aluminum headrail for overhead-braced toilet partitions, field cut to length",ASI-HR-ALUM-LF,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-HR-MB-LF,"Toilet Partition Components","ASI Global Partitions","Matte Black Aluminum Headrail","Integrated Privacy Hardware","Matte black anodized aluminum headrail for privacy toilet partitions, field cut to length",ASI-HR-MB-LF,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-BRKT-AL-CONT-LF,"Toilet Partition Components","ASI Global Partitions","Aluminum Continuous Bracket","Partition Hardware","Aluminum continuous wall/panel bracket for toilet partition panels and pilasters",ASI-BRKT-AL-CONT-LF,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-SHOE-MB,"Toilet Partition Components","ASI Global Partitions",Matte Black Shoe,"Integrated Privacy Hardware","Matte black pilaster shoe for upgraded privacy partition systems",ASI-SHOE-MB,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-HINGE-WRAP-ZAMAC,"Toilet Partition Components","ASI Global Partitions","Zamac Wrap-Around Hinge","Partition Hardware","Chrome-plated zamac wrap-around hinge set for toilet partition door",ASI-HINGE-WRAP-ZAMAC,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-STRIKE-WRAP-AL,"Toilet Partition Components","ASI Global Partitions","Aluminum Wrap-Around Strike","Partition Hardware","Aluminum wrap-around strike / keeper for toilet partition latch alignment",ASI-STRIKE-WRAP-AL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-PULL-AL,"Toilet Partition Components","ASI Global Partitions","Anodized Aluminum Door Pull","Partition Hardware","Anodized aluminum door pull for outswing toilet partition doors",ASI-PULL-AL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-PULL-MB,"Toilet Partition Components","ASI Global Partitions","Matte Black Anodized Aluminum Door Pull","Integrated Privacy Hardware","Matte black anodized aluminum door pull for upgraded privacy toilet partitions",ASI-PULL-MB,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-HOOK-COAT,"Toilet Partition Components","ASI Global Partitions",Alpaco Coat Hook,"Partition Hardware","Partition-mounted coat hook for toilet compartment door or panel",ASI-HOOK-COAT,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-40-8445210,"Toilet Partition Components","ASI Global Partitions",40-8445210,"Replacement Parts","Aluminum headrail return kit for polymer solid plastic toilet partitions",ASI-40-8445210,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-40-8988221G,"Toilet Partition Components","ASI Global Partitions",40-8988221G,"Ceiling Hung Hardware","Ceiling bolt kit for ceiling-hung or floor-to-ceiling partition applications",ASI-40-8988221G,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
SCR-HLSLA,"Toilet Partition Components","Scranton Products",HLSLA,"Hiny Hiders Hardware","Slide bolt latch for Scranton / Hiny Hiders HDPE toilet partitions",SCR-HLSLA,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-BRKT-HDPE,"Toilet Partition Components","Scranton Products","HDPE Bracket","Hiny Hiders / Eclipse Hardware","L-bracket or mounting bracket allowance for Scranton HDPE toilet partitions",SCR-BRKT-HDPE,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-HEADRAIL-LF,"Toilet Partition Components","Scranton Products","Headrail","Hiny Hiders / Eclipse Hardware","Headrail for Scranton HDPE toilet partitions, field cut to length",SCR-HEADRAIL-LF,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PARTS-HR-ALUM-LF,"Toilet Partition Components","RBA / Partitions and Stalls","Aluminum Headrail","Partition Hardware","Aluminum partition headrail, field cut, for overhead-braced toilet partitions",PARTS-HR-ALUM-LF,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
PARTS-HR-ENDCAP,"Toilet Partition Components","RBA / Partitions and Stalls","Headrail End Cap","Partition Hardware","Aluminum headrail end cap / return accessory for overhead-braced partitions",PARTS-HR-ENDCAP,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
PARTS-PRIV-STRIP-LF,"Toilet Partition Components","Partition Plus","Privacy Strip","Privacy Hardware","Continuous privacy strip / sightline blocker for partition doors and pilasters",PARTS-PRIV-STRIP-LF,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
OSC-ADA-ROOM-ID,"Signage","Office Sign Company",ADA Room ID,"ADA Room Signs","ADA compliant room identification sign with tactile raised text and Grade 2 braille",OSC-ADA-ROOM-ID,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-ROOM-NUM,"Signage","Office Sign Company","ADA Room Number","ADA Room Signs","ADA compliant room number sign with tactile raised characters and Grade 2 braille",OSC-ADA-ROOM-NUM,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-OFFICE,"Signage","Office Sign Company",ADA Office,"ADA Room Signs","ADA compliant office sign with tactile text and Grade 2 braille",OSC-ADA-OFFICE,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-CUSTODIAL,"Signage","Office Sign Company",ADA Custodial Closet,"ADA Room Signs","ADA compliant custodial closet sign with tactile text and Grade 2 braille",OSC-ADA-CUSTODIAL,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-ELEC,"Signage","Office Sign Company","ADA Electrical Room","ADA Room Signs","ADA compliant electrical room sign with tactile text and Grade 2 braille",OSC-ADA-ELEC,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-MECH,"Signage","Office Sign Company","ADA Mechanical Room","ADA Room Signs","ADA compliant mechanical room sign with tactile text and Grade 2 braille",OSC-ADA-MECH,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-FIRE-RISER,"Signage","Office Sign Company","ADA Fire Riser Room","ADA Room Signs","ADA compliant fire riser room sign with tactile text and Grade 2 braille",OSC-ADA-FIRE-RISER,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-RESTROOM-MEN,"Signage","Office Sign Company","ADA Men Restroom","ADA Restroom Signs","ADA compliant men restroom sign with pictogram, tactile text, and Grade 2 braille",OSC-ADA-RESTROOM-MEN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-RESTROOM-WOMEN,"Signage","Office Sign Company","ADA Women Restroom","ADA Restroom Signs","ADA compliant women restroom sign with pictogram, tactile text, and Grade 2 braille",OSC-ADA-RESTROOM-WOMEN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-RESTROOM-UNISEX,"Signage","Office Sign Company","ADA Unisex Restroom","ADA Restroom Signs","ADA compliant unisex restroom sign with pictogram, tactile text, and Grade 2 braille",OSC-ADA-RESTROOM-UNISEX,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
OSC-ADA-RESTROOM-GN,"Signage","Office Sign Company","ADA Gender Neutral Restroom","ADA Restroom Signs","ADA compliant gender neutral restroom sign with pictogram, tactile text, and Grade 2 braille",OSC-ADA-RESTROOM-GN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
